event_time,event_type,product_id,category_code,brand,price,user_id,user_session
2010-06-15 14:33:00,view,21829,sport,BrandB,0.21,13477,sess_894824
2010-06-15 14:56:00,cart,21829,sport,BrandB,0.21,13477,sess_894824
2011-05-13 08:11:00,view,23191,clothing,BrandD,1.65,12471,sess_747972
2011-04-18 10:04:00,view,22197,clothing,BrandA,0.85,15491,sess_124538
2011-04-18 10:19:00,cart,22197,clothing,BrandA,0.85,15491,sess_124538
2011-01-16 14:36:00,view,22730,beauty,BrandB,3.75,13048,sess_284064
2011-01-16 14:50:00,cart,22730,beauty,BrandB,3.75,13048,sess_284064
2010-04-15 12:55:00,view,22406,home,BrandB,1.25,13647,sess_219176
2010-04-15 13:14:00,cart,22406,home,BrandB,1.25,13647,sess_219176
2010-04-15 14:04:00,purchase,22406,home,BrandB,1.25,13647,sess_219176
2010-11-09 15:20:00,view,22585,sport,BrandE,1.25,14899,sess_222096
2010-09-19 10:33:00,view,22691,beauty,BrandE,7.95,13542,sess_511357
2011-04-13 10:19:00,view,16156S,sport,BrandE,0.34,16684,sess_874684
2011-04-13 10:46:00,cart,16156S,sport,BrandE,0.34,16684,sess_874684
2011-09-04 14:22:00,view,22341,home,BrandB,1.65,12567,sess_515515
2011-10-13 13:58:00,view,85032B,beauty,BrandD,0.65,14234,sess_542296
2011-11-18 13:14:00,view,22423,sport,BrandC,12.75,15088,sess_300235
2011-11-18 13:37:00,cart,22423,sport,BrandC,12.75,15088,sess_300235
2010-08-05 18:18:00,view,48187,electronics,BrandA,7.49,17049,sess_668550
2010-08-05 18:43:00,cart,48187,electronics,BrandA,7.49,17049,sess_668550
2010-12-01 09:41:00,view,84854,clothing,BrandC,4.95,15311,sess_679304
2010-12-01 09:46:00,cart,84854,clothing,BrandC,4.95,15311,sess_679304
2010-09-15 11:07:00,view,15056N,sport,BrandC,4.95,15039,sess_637833
2010-09-15 11:31:00,cart,15056N,sport,BrandC,4.95,15039,sess_637833
2010-04-08 13:54:00,view,22217,electronics,BrandB,1.25,18065,sess_547600
2011-01-27 11:05:00,view,21843,home,BrandC,10.95,12539,sess_414877
2011-01-27 11:22:00,cart,21843,home,BrandC,10.95,12539,sess_414877
2011-11-25 12:20:00,view,22055,electronics,BrandB,1.65,12841,sess_870746
2011-02-25 14:25:00,view,22464,beauty,BrandA,1.65,12921,sess_998613
2010-10-10 12:53:00,view,22905,home,BrandE,2.95,17757,sess_277789
2010-10-10 12:59:00,cart,22905,home,BrandE,2.95,17757,sess_277789
2010-10-10 13:27:00,purchase,22905,home,BrandE,2.95,17757,sess_277789
2011-10-05 11:44:00,view,20727,clothing,BrandC,1.65,13458,sess_283734
2011-10-05 11:50:00,cart,20727,clothing,BrandC,1.65,13458,sess_283734
2011-05-06 11:36:00,view,21756,clothing,BrandA,5.95,17841,sess_206081
2011-05-06 12:03:00,cart,21756,clothing,BrandA,5.95,17841,sess_206081
2011-05-06 12:35:00,purchase,21756,clothing,BrandA,5.95,17841,sess_206081
2011-07-21 14:41:00,view,21868,sport,BrandD,1.25,14745,sess_978338
2011-03-16 12:55:00,view,22501,clothing,BrandD,9.95,13299,sess_659042
2010-11-18 14:45:00,view,22572,electronics,BrandA,0.85,14911,sess_314835
2010-11-18 14:52:00,cart,22572,electronics,BrandA,0.85,14911,sess_314835
2011-10-04 13:35:00,view,22690,clothing,BrandD,8.25,13317,sess_399648
2011-11-23 10:39:00,view,21264,home,BrandC,1.95,13502,sess_474705
2011-11-23 10:55:00,cart,21264,home,BrandC,1.95,13502,sess_474705
2010-10-11 12:26:00,view,22157,sport,BrandD,0.85,18245,sess_207512
2010-10-11 12:27:00,cart,22157,sport,BrandD,0.85,18245,sess_207512
2010-10-11 13:08:00,purchase,22157,sport,BrandD,0.85,18245,sess_207512
2009-12-01 14:40:00,view,85099B,beauty,BrandC,1.95,12758,sess_907364
2009-12-01 14:49:00,cart,85099B,beauty,BrandC,1.95,12758,sess_907364
2010-05-13 14:42:00,view,21713,clothing,BrandD,0.85,15210,sess_639439
2009-12-03 12:10:00,view,22031,electronics,BrandD,0.42,15768,sess_488215
2009-12-03 12:18:00,cart,22031,electronics,BrandD,0.42,15768,sess_488215
2010-10-01 14:57:00,view,22637,sport,BrandC,2.55,13849,sess_284423
2010-10-01 15:22:00,cart,22637,sport,BrandC,2.55,13849,sess_284423
2011-07-14 12:52:00,view,22332,home,BrandB,1.65,15987,sess_867836
2011-07-14 12:55:00,cart,22332,home,BrandB,1.65,15987,sess_867836
2011-06-26 13:46:00,view,22690,sport,BrandA,7.95,17768,sess_736584
2011-06-26 14:00:00,cart,22690,sport,BrandA,7.95,17768,sess_736584
2011-02-28 09:33:00,view,84970S,clothing,BrandA,0.85,14211,sess_759347
2011-02-28 09:49:00,cart,84970S,clothing,BrandA,0.85,14211,sess_759347
2011-02-28 10:54:00,purchase,84970S,clothing,BrandA,0.85,14211,sess_759347
2010-08-16 12:12:00,view,21278,beauty,BrandC,2.55,12687,sess_538741
2011-01-24 10:56:00,view,22773,clothing,BrandB,1.25,13408,sess_250810
2011-01-24 10:57:00,cart,22773,clothing,BrandB,1.25,13408,sess_250810
2010-12-23 16:06:00,view,22568,electronics,BrandE,3.75,18116,sess_469599
2010-12-23 16:22:00,cart,22568,electronics,BrandE,3.75,18116,sess_469599
2010-11-29 10:50:00,view,85099F,electronics,BrandA,1.95,15747,sess_727234
2011-09-14 09:21:00,view,22748,beauty,BrandC,2.1,13588,sess_405628
2011-05-24 09:20:00,view,22624,beauty,BrandA,8.5,16992,sess_920260
2011-11-07 14:51:00,view,23398,clothing,BrandD,0.85,17014,sess_215294
2011-10-11 14:21:00,view,21463,beauty,BrandE,5.95,16362,sess_165726
2011-10-11 14:22:00,cart,21463,beauty,BrandE,5.95,16362,sess_165726
2010-02-14 12:36:00,view,82578,home,BrandA,0.55,15425,sess_354079
2010-02-14 12:58:00,cart,82578,home,BrandA,0.55,15425,sess_354079
2011-10-23 15:11:00,view,20735,home,BrandB,0.85,17841,sess_545101
2011-10-23 15:21:00,cart,20735,home,BrandB,0.85,17841,sess_545101
2010-10-05 15:15:00,view,21882,electronics,BrandA,0.65,16129,sess_297392
2010-03-12 09:21:00,view,72741,beauty,BrandB,1.25,17448,sess_598863
2011-04-17 11:18:00,view,82482,home,BrandA,2.55,13089,sess_335362
2010-10-13 14:12:00,view,20725,home,BrandA,1.65,12921,sess_319963
2010-12-03 14:54:00,view,22961,electronics,BrandD,1.45,17198,sess_882355
2011-08-02 17:29:00,view,22302,sport,BrandB,2.55,17887,sess_224046
2011-08-02 17:52:00,cart,22302,sport,BrandB,2.55,17887,sess_224046
2010-11-26 12:00:00,view,21380,electronics,BrandB,2.95,17796,sess_218834
2010-07-21 09:46:00,view,21498,home,BrandB,0.42,12720,sess_805660
2010-07-21 10:06:00,cart,21498,home,BrandB,0.42,12720,sess_805660
2010-07-21 10:31:00,purchase,21498,home,BrandB,0.42,12720,sess_805660
2010-11-25 13:38:00,view,22739,clothing,BrandD,1.65,12841,sess_457429
2010-11-25 13:46:00,cart,22739,clothing,BrandD,1.65,12841,sess_457429
2010-05-09 11:39:00,view,85150,sport,BrandE,2.55,14916,sess_103051
2010-05-09 11:45:00,cart,85150,sport,BrandE,2.55,14916,sess_103051
2010-05-09 13:01:00,purchase,85150,sport,BrandE,2.55,14916,sess_103051
2009-12-01 16:17:00,view,84559B,clothing,BrandD,0.85,17345,sess_562894
2009-12-01 16:35:00,cart,84559B,clothing,BrandD,0.85,17345,sess_562894
2011-07-05 13:56:00,view,23203,clothing,BrandA,2.08,16338,sess_970045
2011-07-05 14:15:00,cart,23203,clothing,BrandA,2.08,16338,sess_970045
2010-12-13 13:25:00,view,22377,home,BrandE,2.1,14565,sess_474710
2010-12-13 13:48:00,cart,22377,home,BrandE,2.1,14565,sess_474710
2010-02-11 15:29:00,view,22021,beauty,BrandA,1.65,14040,sess_200235
2010-02-11 15:30:00,cart,22021,beauty,BrandA,1.65,14040,sess_200235
2011-12-07 08:38:00,view,23302,electronics,BrandE,0.79,14911,sess_277247
2011-12-07 08:54:00,cart,23302,electronics,BrandE,0.79,14911,sess_277247
2010-11-23 11:00:00,view,21975,beauty,BrandE,0.55,17811,sess_653663
2010-11-23 11:12:00,cart,21975,beauty,BrandE,0.55,17811,sess_653663
2009-12-03 17:46:00,view,85167A,beauty,BrandA,4.25,17851,sess_955474
2009-12-03 18:14:00,cart,85167A,beauty,BrandA,4.25,17851,sess_955474
2009-12-03 19:05:00,purchase,85167A,beauty,BrandA,4.25,17851,sess_955474
2011-09-04 16:05:00,view,20725,sport,BrandE,1.65,15136,sess_675581
2011-09-04 16:31:00,cart,20725,sport,BrandE,1.65,15136,sess_675581
2010-01-06 13:56:00,view,21905,sport,BrandA,2.1,17965,sess_221172
2010-01-06 14:01:00,cart,21905,sport,BrandA,2.1,17965,sess_221172
2011-07-04 12:47:00,view,21746,beauty,BrandD,1.25,13266,sess_647337
2011-07-04 12:57:00,cart,21746,beauty,BrandD,1.25,13266,sess_647337
2011-01-07 12:07:00,view,20750,electronics,BrandE,7.95,12583,sess_987225
2010-01-07 12:34:00,view,21584,home,BrandA,1.45,14156,sess_651951
2010-12-22 10:29:00,view,84826,clothing,BrandD,0.21,17593,sess_843583
2011-02-16 12:59:00,view,22767,sport,BrandA,9.95,16875,sess_636226
2011-02-16 13:18:00,cart,22767,sport,BrandA,9.95,16875,sess_636226
2010-12-09 19:32:00,view,21484,clothing,BrandA,3.45,13969,sess_990123
2010-09-09 10:50:00,view,22393,clothing,BrandD,2.55,12635,sess_431593
2010-09-09 11:02:00,cart,22393,clothing,BrandD,2.55,12635,sess_431593
2010-09-09 11:22:00,purchase,22393,clothing,BrandD,2.55,12635,sess_431593
2010-11-23 11:12:00,view,84997A,clothing,BrandB,3.75,17372,sess_721820
2010-12-02 15:46:00,view,21981,home,BrandE,0.29,15574,sess_717296
2011-11-28 14:30:00,view,22278,home,BrandC,4.95,13030,sess_437497
2011-11-28 14:34:00,cart,22278,home,BrandC,4.95,13030,sess_437497
2010-05-13 10:15:00,view,82486,beauty,BrandC,7.95,14039,sess_924945
2011-06-12 15:14:00,view,20828,electronics,BrandE,2.55,18069,sess_992323
2010-12-06 14:31:00,view,21931,home,BrandE,1.95,13030,sess_616771
2011-05-15 12:31:00,view,22520,clothing,BrandA,0.85,16076,sess_933727
2011-04-13 15:49:00,view,21891,home,BrandA,1.45,16348,sess_117955
2011-11-28 11:33:00,view,22795,beauty,BrandD,6.75,14911,sess_844086
2011-11-28 11:46:00,cart,22795,beauty,BrandD,6.75,14911,sess_844086
2011-07-05 13:38:00,view,23245,electronics,BrandA,4.95,16616,sess_954882
2011-10-07 15:26:00,view,23076,electronics,BrandE,1.25,17509,sess_278031
2011-11-30 14:16:00,view,23209,sport,BrandD,1.65,12682,sess_278352
2011-10-12 10:50:00,view,21983,sport,BrandD,0.29,17934,sess_825256
2011-05-11 15:08:00,view,22984,beauty,BrandE,0.42,16712,sess_105486
2011-05-11 15:33:00,cart,22984,beauty,BrandE,0.42,16712,sess_105486
2010-09-28 14:09:00,view,21805,sport,BrandE,0.42,17841,sess_449652
2010-10-03 12:18:00,view,21931,beauty,BrandE,1.95,15351,sess_389336
2010-10-03 12:25:00,cart,21931,beauty,BrandE,1.95,15351,sess_389336
2009-12-20 13:17:00,view,21326,beauty,BrandC,0.55,14560,sess_989465
2010-04-14 14:38:00,view,21506,clothing,BrandB,0.42,15572,sess_464778
2010-04-08 17:15:00,view,22521,home,BrandB,0.85,15129,sess_279208
2010-03-07 13:48:00,view,72008,beauty,BrandB,0.42,17589,sess_308124
2010-03-07 14:15:00,cart,72008,beauty,BrandB,0.42,17589,sess_308124
2011-11-11 11:56:00,view,23507,beauty,BrandE,0.42,13137,sess_314532
2011-11-11 12:04:00,cart,23507,beauty,BrandE,0.42,13137,sess_314532
2010-04-18 14:06:00,view,84658,sport,BrandA,6.95,15972,sess_257504
2010-08-31 10:47:00,view,22109,beauty,BrandD,3.39,14032,sess_792440
2010-08-31 11:15:00,cart,22109,beauty,BrandD,3.39,14032,sess_792440
2010-08-31 12:01:00,purchase,22109,beauty,BrandD,3.39,14032,sess_792440
2011-05-31 09:38:00,view,21790,clothing,BrandB,0.72,16656,sess_334677
2010-05-23 12:56:00,view,22606,clothing,BrandE,15.95,17081,sess_587462
2010-05-23 13:24:00,cart,22606,clothing,BrandE,15.95,17081,sess_587462
2010-12-10 10:18:00,view,85123A,sport,BrandE,2.95,17827,sess_130355
2011-05-19 15:15:00,view,21155,electronics,BrandC,2.55,15791,sess_405062
2011-09-12 13:16:00,view,22193,electronics,BrandD,8.5,17139,sess_161629
2011-09-12 13:40:00,cart,22193,electronics,BrandD,8.5,17139,sess_161629
2009-12-07 13:17:00,view,22300,home,BrandD,2.55,18219,sess_342804
2011-07-06 11:42:00,view,22174,beauty,BrandE,1.48,13094,sess_515916
2011-07-06 12:03:00,cart,22174,beauty,BrandE,1.48,13094,sess_515916
2010-11-15 12:43:00,view,22688,sport,BrandC,7.95,15493,sess_383876
2011-12-01 16:37:00,view,21931,electronics,BrandA,2.08,17920,sess_738353
2010-11-11 18:24:00,view,85034A,electronics,BrandE,4.25,16081,sess_939070
2010-12-07 09:13:00,view,35646,electronics,BrandC,4.25,18055,sess_824226
2010-12-07 09:29:00,cart,35646,electronics,BrandC,4.25,18055,sess_824226
2011-09-13 11:34:00,view,22998,sport,BrandE,0.42,17228,sess_488043
2011-09-13 12:02:00,cart,22998,sport,BrandE,0.42,17228,sess_488043
2010-11-01 13:46:00,view,85123A,home,BrandD,2.95,15253,sess_464167
2010-10-11 13:25:00,view,22158,beauty,BrandA,2.95,16527,sess_520571
2010-10-11 13:52:00,cart,22158,beauty,BrandA,2.95,16527,sess_520571
2010-09-07 14:46:00,view,20986,electronics,BrandA,1.25,15367,sess_992048
2010-09-07 14:59:00,cart,20986,electronics,BrandA,1.25,15367,sess_992048
2010-03-28 16:13:00,view,22514,beauty,BrandC,2.1,13113,sess_182844
2011-10-27 14:40:00,view,22557,clothing,BrandE,1.65,14004,sess_498929
2011-02-13 13:52:00,view,21467,home,BrandB,3.75,17095,sess_229473
2011-09-05 16:27:00,view,22852,electronics,BrandA,4.25,16712,sess_268964
2011-09-05 16:42:00,cart,22852,electronics,BrandA,4.25,16712,sess_268964
2011-09-05 17:18:00,purchase,22852,electronics,BrandA,4.25,16712,sess_268964
2011-10-28 16:45:00,view,22597,electronics,BrandC,0.29,14071,sess_385977
2010-12-14 13:31:00,view,22621,electronics,BrandB,1.45,16499,sess_932972
2010-12-14 13:32:00,cart,22621,electronics,BrandB,1.45,16499,sess_932972
2010-12-14 14:56:00,purchase,22621,electronics,BrandB,1.45,16499,sess_932972
2010-09-16 10:49:00,view,21676,electronics,BrandE,0.85,13424,sess_374907
2011-07-14 10:41:00,view,21294,clothing,BrandE,0.39,12653,sess_335365
2011-03-15 11:45:00,view,21935,beauty,BrandB,1.65,17542,sess_300244
2010-11-16 15:58:00,view,22834,beauty,BrandA,2.1,16145,sess_244528
2010-11-16 16:17:00,cart,22834,beauty,BrandA,2.1,16145,sess_244528
2010-11-16 16:32:00,purchase,22834,beauty,BrandA,2.1,16145,sess_244528
2011-07-25 13:57:00,view,22754,electronics,BrandA,0.85,14796,sess_646237
2010-02-04 14:13:00,view,21272,sport,BrandB,1.25,15167,sess_192193
2010-02-04 14:35:00,cart,21272,sport,BrandB,1.25,15167,sess_192193
2011-01-30 10:19:00,view,48188,home,BrandD,7.95,14040,sess_718362
2011-08-11 16:12:00,view,23192,beauty,BrandC,1.45,14646,sess_960395
2011-08-11 16:28:00,cart,23192,beauty,BrandC,1.45,14646,sess_960395
2011-03-22 15:42:00,view,20983,beauty,BrandE,0.85,12613,sess_639542
2011-02-02 14:37:00,view,22508,clothing,BrandD,3.75,16771,sess_585450
2010-10-19 09:35:00,view,22243,home,BrandB,1.65,12623,sess_863185
2010-10-19 10:02:00,cart,22243,home,BrandB,1.65,12623,sess_863185
2010-10-19 10:39:00,purchase,22243,home,BrandB,1.65,12623,sess_863185
2011-02-04 08:27:00,view,22173,electronics,BrandA,2.95,13488,sess_576467
2011-07-14 10:52:00,view,23203,home,BrandC,2.08,14847,sess_350875
2010-03-09 12:10:00,view,21760,sport,BrandB,125.0,17700,sess_465340
2010-01-17 10:35:00,view,84519A,electronics,BrandD,2.95,14451,sess_842729
2010-01-17 10:40:00,cart,84519A,electronics,BrandD,2.95,14451,sess_842729
2011-07-24 12:46:00,view,21988,home,BrandE,0.85,16948,sess_900820
2011-07-24 12:57:00,cart,21988,home,BrandE,0.85,16948,sess_900820
2011-07-24 14:07:00,purchase,21988,home,BrandE,0.85,16948,sess_900820
2011-03-08 09:26:00,view,48188,electronics,BrandC,7.95,14709,sess_761614
2011-03-08 09:34:00,cart,48188,electronics,BrandC,7.95,14709,sess_761614
2011-03-08 10:00:00,purchase,48188,electronics,BrandC,7.95,14709,sess_761614
2010-11-16 12:14:00,view,22139,electronics,BrandC,4.95,15311,sess_994647
2010-07-19 12:53:00,view,22356,beauty,BrandB,0.85,13081,sess_526650
2011-11-08 13:57:00,view,23372,beauty,BrandE,1.25,16549,sess_517170
2011-11-08 14:07:00,cart,23372,beauty,BrandE,1.25,16549,sess_517170
2011-11-08 14:48:00,purchase,23372,beauty,BrandE,1.25,16549,sess_517170
2010-04-26 14:47:00,view,22415,electronics,BrandE,7.95,15867,sess_664037
2010-04-26 15:13:00,cart,22415,electronics,BrandE,7.95,15867,sess_664037
2010-10-19 09:07:00,view,84029E,home,BrandE,3.75,16859,sess_470608
2010-10-19 09:33:00,cart,84029E,home,BrandE,3.75,16859,sess_470608
2011-10-06 17:43:00,view,21754,clothing,BrandE,6.25,16184,sess_274293
2011-10-06 17:47:00,cart,21754,clothing,BrandE,6.25,16184,sess_274293
2010-03-18 15:11:00,view,16169M,beauty,BrandD,0.42,18171,sess_572930
2010-03-18 15:35:00,cart,16169M,beauty,BrandD,0.42,18171,sess_572930
2010-01-28 15:04:00,view,84508C,sport,BrandB,2.55,16137,sess_489593
2010-06-29 09:59:00,view,20728,clothing,BrandC,1.65,15544,sess_366765
2011-07-15 11:04:00,view,22963,clothing,BrandD,0.85,13381,sess_904462
2011-07-15 11:30:00,cart,22963,clothing,BrandD,0.85,13381,sess_904462
2010-02-05 14:14:00,view,21365,electronics,BrandE,2.95,16704,sess_921106
2010-02-05 14:21:00,cart,21365,electronics,BrandE,2.95,16704,sess_921106
2009-12-03 18:08:00,view,48173C,home,BrandD,6.75,16791,sess_195462
2009-12-03 18:21:00,cart,48173C,home,BrandD,6.75,16791,sess_195462
2010-08-26 14:25:00,view,22198,home,BrandC,1.65,16375,sess_732387
2010-10-18 12:54:00,view,21591,sport,BrandB,1.25,14130,sess_486193
2010-11-04 12:17:00,view,22307,electronics,BrandD,1.65,15332,sess_570951
2010-11-04 12:26:00,cart,22307,electronics,BrandD,1.65,15332,sess_570951
2011-08-25 09:55:00,view,23208,home,BrandC,1.65,12714,sess_809913
2011-08-25 10:08:00,cart,23208,home,BrandC,1.65,12714,sess_809913
2010-07-21 12:45:00,view,48187,electronics,BrandE,6.35,13093,sess_521240
2010-07-21 12:51:00,cart,48187,electronics,BrandE,6.35,13093,sess_521240
2011-11-22 14:00:00,view,21790,sport,BrandC,0.85,16422,sess_172303
2011-11-22 14:24:00,cart,21790,sport,BrandC,0.85,16422,sess_172303
2011-11-03 15:27:00,view,22866,clothing,BrandC,2.1,16914,sess_768406
2011-11-03 15:32:00,cart,22866,clothing,BrandC,2.1,16914,sess_768406
2010-05-26 15:55:00,view,84925F,home,BrandD,0.85,14626,sess_640677
2010-10-18 12:25:00,view,72351A,electronics,BrandC,2.1,17841,sess_222883
2010-03-09 15:16:00,view,21844,clothing,BrandB,2.95,16707,sess_939873
2010-03-09 15:28:00,cart,21844,clothing,BrandB,2.95,16707,sess_939873
2010-03-09 16:12:00,purchase,21844,clothing,BrandB,2.95,16707,sess_939873
2010-10-31 15:18:00,view,22312,sport,BrandC,2.95,13760,sess_928533
2010-10-31 15:38:00,cart,22312,sport,BrandC,2.95,13760,sess_928533
2010-10-31 16:35:00,purchase,22312,sport,BrandC,2.95,13760,sess_928533
2011-08-25 15:09:00,view,85231B,home,BrandE,0.85,12748,sess_954016
2011-06-06 15:31:00,view,23205,sport,BrandE,0.85,12609,sess_656542
2010-05-13 15:21:00,view,21165,home,BrandB,1.69,18168,sess_382272
2010-09-21 12:56:00,view,22138,sport,BrandB,4.95,17017,sess_503081
2010-09-21 12:58:00,cart,22138,sport,BrandB,4.95,17017,sess_503081
2010-09-21 14:03:00,purchase,22138,sport,BrandB,4.95,17017,sess_503081
2010-11-18 14:17:00,view,20977,electronics,BrandA,1.25,15571,sess_208872
2011-02-01 13:45:00,view,35961,clothing,BrandA,0.85,12775,sess_704055
2011-08-24 14:28:00,view,22271,sport,BrandB,2.95,12748,sess_636507
2011-08-24 14:52:00,cart,22271,sport,BrandB,2.95,12748,sess_636507
2010-05-14 10:40:00,view,22434,sport,BrandC,1.95,13157,sess_820801
2010-05-14 10:48:00,cart,22434,sport,BrandC,1.95,13157,sess_820801
2011-03-03 19:18:00,view,22720,beauty,BrandC,4.95,14702,sess_237023
2010-03-08 10:45:00,view,72349B,clothing,BrandE,2.1,17740,sess_451005
2010-03-08 11:04:00,cart,72349B,clothing,BrandE,2.1,17740,sess_451005
2011-07-14 12:52:00,view,23191,sport,BrandA,1.65,15987,sess_599097
2011-11-11 13:46:00,view,23480,home,BrandC,3.75,12685,sess_577272
2010-02-01 14:52:00,view,21164,electronics,BrandA,2.95,15480,sess_318134
2010-02-01 15:07:00,cart,21164,electronics,BrandA,2.95,15480,sess_318134
2011-12-05 12:51:00,view,22398,beauty,BrandC,0.39,16910,sess_511597
2011-10-25 09:31:00,view,23209,clothing,BrandC,1.65,12928,sess_665445
2011-10-25 09:51:00,cart,23209,clothing,BrandC,1.65,12928,sess_665445
2010-01-10 16:03:00,view,21628,electronics,BrandD,14.95,14606,sess_957756
2010-10-14 12:32:00,view,21121,sport,BrandE,1.25,18090,sess_756282
2010-10-14 12:33:00,cart,21121,sport,BrandE,1.25,18090,sess_756282
2011-11-20 11:56:00,view,84029G,electronics,BrandD,4.25,16360,sess_132154
2010-05-25 13:51:00,view,22427,beauty,BrandC,5.95,15217,sess_132265
2011-06-05 15:37:00,view,22449,beauty,BrandD,3.35,12449,sess_670485
2011-06-05 15:57:00,cart,22449,beauty,BrandD,3.35,12449,sess_670485
2011-11-07 17:06:00,view,20975,beauty,BrandE,0.65,13066,sess_856892
2011-11-07 17:18:00,cart,20975,beauty,BrandE,0.65,13066,sess_856892
2010-02-23 14:16:00,view,21657,clothing,BrandC,6.95,14112,sess_247550
2010-05-09 14:52:00,view,47566,clothing,BrandC,4.65,17292,sess_592313
2010-05-09 15:03:00,cart,47566,clothing,BrandC,4.65,17292,sess_592313
2010-04-22 11:14:00,view,21080,home,BrandC,0.85,17646,sess_700613
2010-04-22 11:27:00,cart,21080,home,BrandC,0.85,17646,sess_700613
2010-04-22 12:02:00,purchase,21080,home,BrandC,0.85,17646,sess_700613
2011-06-22 15:41:00,view,22819,electronics,BrandD,0.42,14640,sess_641656
2011-07-25 10:56:00,view,22090,sport,BrandD,2.95,14194,sess_795275
2011-02-22 13:59:00,view,22520,home,BrandA,0.85,15303,sess_415172
2010-11-16 16:01:00,view,84006,electronics,BrandC,0.85,13081,sess_209945
2011-11-21 12:06:00,view,82552,electronics,BrandC,1.45,13971,sess_275399
2011-11-21 12:20:00,cart,82552,electronics,BrandC,1.45,13971,sess_275399
2011-11-21 13:02:00,purchase,82552,electronics,BrandC,1.45,13971,sess_275399
2011-09-28 13:13:00,view,23318,sport,BrandA,2.49,13139,sess_232717
2011-09-28 13:35:00,cart,23318,sport,BrandA,2.49,13139,sess_232717
2011-08-16 12:12:00,view,22667,electronics,BrandE,2.95,16713,sess_430388
2011-08-16 12:32:00,cart,22667,electronics,BrandE,2.95,16713,sess_430388
2011-10-12 12:47:00,view,20724,electronics,BrandC,0.85,17841,sess_984377
2011-10-12 13:12:00,cart,20724,electronics,BrandC,0.85,17841,sess_984377
2010-08-03 09:53:00,view,22121,home,BrandB,5.95,15081,sess_566725
2010-08-03 10:20:00,cart,22121,home,BrandB,5.95,15081,sess_566725
2009-12-13 12:04:00,view,16169D,sport,BrandC,0.42,16710,sess_666202
2009-12-13 12:28:00,cart,16169D,sport,BrandC,0.42,16710,sess_666202
2011-11-23 15:53:00,view,23275,electronics,BrandA,1.25,17290,sess_906388
2011-03-06 11:28:00,view,20724,home,BrandD,0.85,16923,sess_891189
2011-03-06 11:45:00,cart,20724,home,BrandD,0.85,16923,sess_891189
2011-03-06 12:18:00,purchase,20724,home,BrandD,0.85,16923,sess_891189
2011-06-05 11:37:00,view,22698,electronics,BrandD,2.95,16923,sess_119816
2011-06-05 12:05:00,cart,22698,electronics,BrandD,2.95,16923,sess_119816
2010-06-09 13:08:00,view,21934,electronics,BrandA,1.65,17346,sess_687111
2010-06-09 13:31:00,cart,21934,electronics,BrandA,1.65,17346,sess_687111
2011-10-10 10:29:00,view,21519,beauty,BrandA,0.42,13756,sess_551282
